asof,geo,cpi_index,spx_close,spx_ret_1m,cpi_mom,cpi_yoy
2000-01-01,Malaysia,80.41993,1394.4599609375,-0.7278406818358771,-0.8503360041061531,-0.0075738577854135
2000-01-01,Malta,78.83211,1394.4599609375,-0.7278406818358771,-0.8503360041061531,-0.0075738577854135
2000-01-01,Croatia,75.814245,1394.4599609375,-0.7278406818358771,-0.8503360041061531,-0.0075738577854135
2000-01-01,Mexico,63.312818,1394.4599609375,-0.7278406818358771,-0.8503360041061531,-0.0075738577854135
2000-01-01,Netherlands,81.947475,1394.4599609375,-0.7278406818358771,-0.8503360041061531,-0.0075738577854135
2000-01-01,Denmark,81.653424,1394.4599609375,-0.7278406818358771,-0.8503360041061531,-0.0075738577854135
2000-01-01,United States,78.970721,1394.4599609375,-0.7278406818358771,-0.8503360041061531,-0.0075738577854135
2000-01-01,Germany,85.657559,1394.4599609375,-0.7278406818358771,-0.8503360041061531,-0.0075738577854135
2000-02-01,Brazil,7.862086582,1366.4200439453125,-0.0201080832563569,-0.8503360041061531,-0.0075738577854135
2000-02-01,China,84.104019,1366.4200439453125,-0.0201080832563569,0.0384917271787623,-0.0075738577854135
2000-02-01,Portugal,76.898057,1366.4200439453125,-0.0201080832563569,25.953118964749756,-0.0075738577854135
2000-02-01,New Zealand,1.485054,1366.4200439453125,-0.0201080832563569,-0.4321477570460826,-0.0075738577854135
2000-02-01,Austria,81.780084,1366.4200439453125,-0.0201080832563569,33.61309557064569,-0.0075738577854135
2000-02-01,South Africa,2.317173,1366.4200439453125,-0.0201080832563569,-0.9587749711486372,-0.0075738577854135
2000-02-01,Norway,3.172414,1366.4200439453125,-0.0201080832563569,0.0281665308704632,-0.0075738577854135
2000-02-01,Switzerland,91.44485,1366.4200439453125,-0.0201080832563569,57.6761918450579,-0.0075738577854135
2000-02-01,Singapore,84.996635,1366.4200439453125,-0.0201080832563569,-0.0018942683059279,-0.0075738577854135
2000-02-01,India,3.461242,1366.4200439453125,-0.0201080832563569,-0.4446761385469052,-0.0075738577854135
2000-02-01,Malaysia,1.64557,1366.4200439453125,-0.0201080832563569,-0.9795377837309732,-0.0075738577854135
2000-02-01,Italy,2.38292,1366.4200439453125,-0.0201080832563569,-0.0613539802999829,-0.0075738577854135
2000-02-01,Cyprus,75.471122,1366.4200439453125,-0.0201080832563569,-0.0244789706799474,-0.0075738577854135
2000-02-01,Colombia,56.6615,1366.4200439453125,-0.0201080832563569,-0.0266972655142856,-0.0075738577854135
2000-02-01,Israel,1.635824,1366.4200439453125,-0.0201080832563569,0.4546786823959607,-0.0075738577854135
2000-02-01,Türkiye,69.69999996,1366.4200439453125,-0.0201080832563569,2.48630998246222,-0.0075738577854135
2000-02-01,Belgium,1.93566,1366.4200439453125,-0.0201080832563569,-0.9762267610774136,-0.0075738577854135
2000-02-01,United States,3.221884,1366.4200439453125,-0.0201080832563569,-0.9592015374913444,-0.0075738577854135
2000-02-01,Finland,3.161479,1366.4200439453125,-0.0201080832563569,-0.0583100999630649,-0.0075738577854135
2000-02-01,Ireland,4.279601,1366.4200439453125,-0.0201080832563569,-0.945385089648014,-0.0075738577854135
2000-02-01,Saudi Arabia,77.172164,1366.4200439453125,-0.0201080832563569,0.0063211154831741,-0.0075738577854135
2000-02-01,Korea,72.531048,1366.4200439453125,-0.0201080832563569,31.10523175366485,-0.0075738577854135
2000-02-01,Denmark,3.005464,1366.4200439453125,-0.0201080832563569,-0.9631924314649684,-0.0075738577854135
2000-02-01,Iceland,5.636856,1366.4200439453125,-0.0201080832563569,0.0933091533280641,-0.0075738577854135
2000-02-01,Euro area,80.925538,1366.4200439453125,-0.0201080832563569,-0.0089089097143391,-0.0075738577854135
2000-02-01,Serbia,14.48835031,1366.4200439453125,-0.0201080832563569,-0.7963740231220229,-0.0075738577854135
2000-02-01,Peru,3.954629132,1366.4200439453125,-0.0201080832563569,0.0521710424253187,-0.0075738577854135
2000-02-01,Netherlands,1.914405,1366.4200439453125,-0.0201080832563569,-0.9766386334661318,-0.0075738577854135
2000-02-01,Bulgaria,8.909138,1366.4200439453125,-0.0201080832563569,-0.8411954112334333,-0.0075738577854135
2000-02-01,Spain,2.962815,1366.4200439453125,-0.0201080832563569,-0.1370903362354111,-0.0075738577854135
2000-02-01,Estonia,2.988983,1366.4200439453125,-0.0201080832563569,-0.955020221076344,-0.0075738577854135
2000-02-01,Argentina,40.54061161,1366.4200439453125,-0.0201080832563569,0.0086731766043524,-0.0075738577854135
2000-02-01,Japan,102.408156,1366.4200439453125,-0.0201080832563569,-149.63087037923978,-0.0075738577854135
2000-02-01,Poland,73.724735,1366.4200439453125,-0.0201080832563569,6.32863725625173,-0.0075738577854135
2000-02-01,Canada,2.729258,1366.4200439453125,-0.0201080832563569,-0.9666718133840964,-0.0075738577854135
2000-02-01,Luxembourg,79.108399,1366.4200439453125,-0.0201080832563569,-0.0117828449100383,-0.0075738577854135
2000-02-01,Malta,78.416783,1366.4200439453125,-0.0201080832563569,-0.0052685003610838,-0.0075738577854135
2000-02-01,Croatia,3.753754,1366.4200439453125,-0.0201080832563569,-0.95048748424521,-0.0075738577854135
2000-02-01,North Macedonia,78.606551,1366.4200439453125,-0.0201080832563569,-0.0202555259776043,-0.0075738577854135
2000-02-01,Germany,85.203744,1366.4200439453125,-0.0201080832563569,-0.0052980146212199,-0.0075738577854135
2000-02-01,Chile,71.4834541,1366.4200439453125,-0.0201080832563569,17.599627140769453,-0.0075738577854135
2000-02-01,Philippines,5.54371,1366.4200439453125,-0.0201080832563569,-0.1549951635270493,-0.0075738577854135
2000-02-01,Hong Kong SAR,96.508223,1366.4200439453125,-0.0201080832563569,0.0070521873109818,-0.0075738577854135
2000-02-01,France,1.355325,1366.4200439453125,-0.0201080832563569,-0.1913142318432421,-0.0075738577854135
2000-02-01,Sweden,85.640843,1366.4200439453125,-0.0201080832563569,-0.0067897268833164,-0.0075738577854135
2000-02-01,Indonesia,-0.893202,1366.4200439453125,-0.0201080832563569,-1.0205619713223295,-0.0075738577854135
2000-02-01,Romania,28.053604,1366.4200439453125,-0.0201080832563569,-0.387156989356492,-0.0075738577854135
2000-02-01,Greece,70.324102,1366.4200439453125,-0.0201080832563569,-0.0260283450768648,-0.0075738577854135
2000-02-01,Latvia,59.351161,1366.4200439453125,-0.0201080832563569,0.0030167144438035,-0.0075738577854135
2000-02-01,Hungary,9.833423,1366.4200439453125,-0.0201080832563569,-0.8300310628939945,-0.0075738577854135
2000-02-01,Algeria,2.440101,1366.4200439453125,-0.0201080832563569,-0.9653615008762824,-0.0075738577854135
2000-02-01,Thailand,1.038576,1366.4200439453125,-0.0201080832563569,-0.9865768137675598,-0.0075738577854135
2000-02-01,Slovakia,16.435529,1366.4200439453125,-0.0201080832563569,-0.7486782253427902,-0.0075738577854135
2000-02-01,Australia,72.528616,1366.4200439453125,-0.0201080832563569,15.271379391959725,-0.0075738577854135
2000-02-01,Slovenia,64.524104,1366.4200439453125,-0.0201080832563569,-0.0301260776948266,-0.0075738577854135
2000-02-01,Lithuania,74.636356,1366.4200439453125,-0.0201080832563569,75.03424560545632,-0.0075738577854135
2000-02-01,Mexico,10.522851,1366.4200439453125,-0.0201080832563569,-0.8337958831653963,-0.0075738577854135
2000-02-01,Czechia,77.1905,1366.4200439453125,-0.0201080832563569,-0.0080586902645479,-0.0075738577854135
2000-02-01,United Kingdom,0.979021,1366.4200439453125,-0.0201080832563569,0.2278912204525416,-0.0075738577854135
2000-03-01,Brazil,6.923307607,1498.5799560546875,0.0967198283536481,-0.1194058301455627,-0.0075738577854135
2000-03-01,Hungary,9.559214,1498.5799560546875,0.0967198283536481,-0.0278854067398502,-0.0075738577854135
2000-03-01,Iceland,5.933118,1498.5799560546875,0.0967198283536481,0.0525580217057168,-0.0075738577854135
2000-03-01,Euro area,81.172492,1498.5799560546875,0.0967198283536481,0.0030516201202146,-0.0075738577854135
2000-03-01,Bulgaria,9.640709,1498.5799560546875,0.0967198283536481,0.08211467821017,-0.0075738577854135
2000-03-01,Poland,74.366378,1498.5799560546875,0.0967198283536481,0.0087032255863652,-0.0075738577854135
2000-03-01,Luxembourg,79.314791,1498.5799560546875,0.0967198283536481,0.002608977082193,-0.0075738577854135
2000-03-01,Indonesia,-1.165659,1498.5799560546875,0.0967198283536481,0.3050340236587019,-0.0075738577854135
2000-03-01,Latvia,59.220979,1498.5799560546875,0.0967198283536481,-0.0021934196030301,-0.0075738577854135
2000-03-01,Philippines,5.995717,1498.5799560546875,0.0967198283536481,0.0815351091597504,-0.0075738577854135
2000-03-01,Serbia,14.87953577,1498.5799560546875,0.0967198283536481,0.0270000001125041,-0.0075738577854135
2000-03-01,Czechia,77.1905,1498.5799560546875,0.0967198283536481,0.0,-0.0075738577854135
2000-03-01,Singapore,84.7049,1498.5799560546875,0.0967198283536481,-0.0034323123497771,-0.0075738577854135
2000-03-01,Belgium,2.247344,1498.5799560546875,0.0967198283536481,0.1610220803240238,-0.0075738577854135
2000-03-01,Thailand,1.339286,1498.5799560546875,0.0967198283536481,0.2895406787755543,-0.0075738577854135
2000-03-01,Israel,1.542238,1498.5799560546875,0.0967198283536481,-0.0572103111337161,-0.0075738577854135
2000-03-01,Estonia,3.226966,1498.5799560546875,0.0967198283536481,0.0796200580598818,-0.0075738577854135
2000-03-01,Finland,3.382638,1498.5799560546875,0.0967198283536481,0.0699542840550262,-0.0075738577854135
2000-03-01,Argentina,40.3264156,1498.5799560546875,0.0967198283536481,-0.0052834923177914,-0.0075738577854135
2000-03-01,Lithuania,74.477071,1498.5799560546875,0.0967198283536481,-0.0021341475995962,-0.0075738577854135
2000-03-01,United States,3.757576,1498.5799560546875,0.0967198283536481,0.166266693648809,-0.0075738577854135
2000-03-01,Chile,72.0038294,1498.5799560546875,0.0967198283536481,0.0072796608187404,-0.0075738577854135
2000-03-01,Colombia,57.6309,1498.5799560546875,0.0967198283536481,0.0171086187270015,-0.0075738577854135
2000-03-01,Austria,82.019557,1498.5799560546875,0.0967198283536481,0.0029282557352228,-0.0075738577854135
2000-03-01,Switzerland,91.413556,1498.5799560546875,0.0967198283536481,-0.000342217194298,-0.0075738577854135
2000-03-01,Cyprus,76.90547,1498.5799560546875,0.0967198283536481,0.0190052560766222,-0.0075738577854135
2000-03-01,Malta,78.571494,1498.5799560546875,0.0967198283536481,0.0019729322484449,-0.0075738577854135
2000-03-01,United Kingdom,0.556328,1498.5799560546875,0.0967198283536481,-0.4317506978910564,-0.0075738577854135
2000-03-01,Canada,3.043478,1498.5799560546875,0.0967198283536481,0.1151301928949186,-0.0075738577854135
2000-03-01,North Macedonia,78.006501,1498.5799560546875,0.0967198283536481,-0.0076335876891481,-0.0075738577854135
2000-03-01,Peru,3.881437173,1498.5799560546875,0.0967198283536481,-0.0185079198470841,-0.0075738577854135
2000-03-01,Mexico,10.112406,1498.5799560546875,0.0967198283536481,-0.0390051137282091,-0.0075738577854135
2000-03-01,India,5.507149,1498.5799560546875,0.0967198283536481,0.5910904236109467,-0.0075738577854135
2000-03-01,Italy,2.474907,1498.5799560546875,0.0967198283536481,0.0386026387793128,-0.0075738577854135
2000-03-01,Malaysia,1.647655,1498.5799560546875,0.0967198283536481,0.001267038169145,-0.0075738577854135
2000-03-01,Hong Kong SAR,96.237891,1498.5799560546875,0.0967198283536481,-0.0028011291846083,-0.0075738577854135
2000-03-01,Türkiye,67.90000004,1498.5799560546875,0.0967198283536481,-0.0258249629990388,-0.0075738577854135
2000-03-01,China,82.619381,1498.5799560546875,0.0967198283536481,-0.0176524025564104,-0.0075738577854135
2000-03-01,Norway,2.60274,1498.5799560546875,0.0967198283536481,-0.1795711404627517,-0.0075738577854135
2000-03-01,Australia,72.528616,1498.5799560546875,0.0967198283536481,0.0,-0.0075738577854135
2000-03-01,Croatia,4.041916,1498.5799560546875,0.0967198283536481,0.0767663517641272,-0.0075738577854135
2000-03-01,Portugal,77.014172,1498.5799560546875,0.0967198283536481,0.0015099861365808,-0.0075738577854135
2000-03-01,Korea,72.895746,1498.5799560546875,0.0967198283536481,0.0050281639388418,-0.0075738577854135
2000-03-01,South Africa,3.376377,1498.5799560546875,0.0967198283536481,0.4571104531254248,-0.0075738577854135
2000-03-01,France,1.491016,1498.5799560546875,0.0967198283536481,0.1001169461199342,-0.0075738577854135
2000-03-01,Spain,2.9172,1498.5799560546875,0.0967198283536481,-0.015395831329327,-0.0075738577854135
2000-03-01,Japan,102.619089,1498.5799560546875,0.0967198283536481,0.0020597285239662,-0.0075738577854135
2000-03-01,Ireland,4.694168,1498.5799560546875,0.0967198283536481,0.0968704792806618,-0.0075738577854135
2000-03-01,Slovakia,16.560111,1498.5799560546875,0.0967198283536481,0.0075800419931721,-0.0075738577854135
2000-03-01,Germany,85.203744,1498.5799560546875,0.0967198283536481,0.0,-0.0075738577854135
2000-03-01,Denmark,3.265306,1498.5799560546875,0.0967198283536481,0.0864565338330454,-0.0075738577854135
2000-03-01,Saudi Arabia,76.861924,1498.5799560546875,0.0967198283536481,-0.0040201023778468,-0.0075738577854135
2000-03-01,Greece,72.045708,1498.5799560546875,0.0967198283536481,0.0244810235898924,-0.0075738577854135
2000-03-01,Romania,28.549501,1498.5799560546875,0.0967198283536481,0.0176767662365233,-0.0075738577854135
2000-03-01,Slovenia,65.053858,1498.5799560546875,0.0967198283536481,0.0082101721242036,-0.0075738577854135
2000-03-01,Netherlands,1.938829,1498.5799560546875,0.0967198283536481,0.0127580109746892,-0.0075738577854135
2000-03-01,New Zealand,1.485054,1498.5799560546875,0.0967198283536481,0.0,-0.0075738577854135
2000-03-01,Algeria,1.664484,1498.5799560546875,0.0967198283536481,-0.3178626622422595,-0.0075738577854135
2000-03-01,Sweden,86.050798,1498.5799560546875,0.0967198283536481,0.0047869099093291,-0.0075738577854135
2000-04-01,China,81.32832,1498.5799560546875,0.0,-0.0156266118720981,-0.0075738577854135
2000-04-01,Greece,72.398084,1498.5799560546875,0.0,0.0048910061373814,-0.0075738577854135
2000-04-01,Canada,2.162162,1498.5799560546875,0.0,-0.2895752819635956,-0.0075738577854135
2000-04-01,North Macedonia,81.206767,1498.5799560546875,0.0,0.0410256319534187,-0.0075738577854135
2000-04-01,Brazil,6.774717396,1498.5799560546875,0.0,-0.0214623153317301,-0.0075738577854135
2000-04-01,Czechia,77.083,1498.5799560546875,0.0,-0.0013926584229925,-0.0075738577854135
2000-04-01,Colombia,58.205,1498.5799560546875,0.0,0.0099616698680742,-0.0075738577854135
2000-04-01,Portugal,77.9122,1498.5799560546875,0.0,0.0116605551508104,-0.0075738577854135
2000-04-01,Italy,2.276155,1498.5799560546875,0.0,-0.08030685597479,-0.0075738577854135
2000-04-01,Ireland,4.809052,1498.5799560546875,0.0,0.0244737725620387,-0.0075738577854135
2000-04-01,Romania,29.895507,1498.5799560546875,0.0,0.0471463932066622,-0.0075738577854135
2000-04-01,Latvia,59.434004,1498.5799560546875,0.0,0.0035971205406786,-0.0075738577854135
2000-04-01,Germany,85.203744,1498.5799560546875,0.0,0.0,-0.0075738577854135
2000-04-01,Luxembourg,79.61073,1498.5799560546875,0.0,0.0037311956101606,-0.0075738577854135
2000-04-01,Indonesia,0.06818,1498.5799560546875,0.0,-1.058490519096923,-0.0075738577854135
2000-04-01,Philippines,6.20985,1498.5799560546875,0.0,0.0357143274107167,-0.0075738577854135
2000-04-01,Sweden,85.974758,1498.5799560546875,0.0,-0.0008836640887398,-0.0075738577854135
2000-04-01,France,1.207269,1498.5799560546875,0.0,-0.1903044635335905,-0.0075738577854135
2000-04-01,Chile,72.350083,1498.5799560546875,0.0,0.0048088220152358,-0.0075738577854135
2000-04-01,Korea,72.60283,1498.5799560546875,0.0,-0.0040182866089333,-0.0075738577854135
2000-04-01,Hong Kong SAR,96.237891,1498.5799560546875,0.0,0.0,-0.0075738577854135
2000-04-01,Malta,78.228918,1498.5799560546875,0.0,-0.0043600545510819,-0.0075738577854135
2000-04-01,Algeria,0.943327,1498.5799560546875,0.0,-0.4332615993905618,-0.0075738577854135
2000-04-01,Australia,73.048907,1498.5799560546875,0.0,0.0071735961430727,-0.0075738577854135
2000-04-01,Thailand,1.041667,1498.5799560546875,0.0,-0.222222139259277,-0.0075738577854135
2000-04-01,India,6.529029,1498.5799560546875,0.0,0.1855551756453295,-0.0075738577854135
2000-04-01,Slovenia,65.477662,1498.5799560546875,0.0,0.0065146635884376,-0.0075738577854135
2000-04-01,United Kingdom,0.554017,1498.5799560546875,0.0,-0.0041540242446902,-0.0075738577854135
2000-04-01,Mexico,9.731751,1498.5799560546875,0.0,-0.0376423770960145,-0.0075738577854135
2000-04-01,Lithuania,74.458882,1498.5799560546875,0.0,-0.0002442228159051,-0.0075738577854135
2000-04-01,United States,3.068592,1498.5799560546875,0.0,-0.183358633331701,-0.0075738577854135
2000-04-01,Euro area,81.247651,1498.5799560546875,0.0,0.0009259171198046,-0.0075738577854135
2000-04-01,Austria,82.019557,1498.5799560546875,0.0,0.0,-0.0075738577854135
2000-04-01,Argentina,40.28107151,1498.5799560546875,0.0,-0.0011244264913046,-0.0075738577854135
2000-04-01,Saudi Arabia,76.784364,1498.5799560546875,0.0,-0.0010090822082466,-0.0075738577854135
2000-04-01,Estonia,3.075406,1498.5799560546875,0.0,-0.0469667173437835,-0.0075738577854135
2000-04-01,Japan,102.830023,1498.5799560546875,0.0,0.0020555045075483,-0.0075738577854135
2000-04-01,Spain,2.964295,1498.5799560546875,0.0,0.0161439051144933,-0.0075738577854135
2000-04-01,Israel,1.730742,1498.5799560546875,0.0,0.1222275679888578,-0.0075738577854135
2000-04-01,Netherlands,1.880073,1498.5799560546875,0.0,-0.0303048902198181,-0.0075738577854135
2000-04-01,Bulgaria,9.194424,1498.5799560546875,0.0,-0.0462917198309792,-0.0075738577854135
2000-04-01,Serbia,15.37056045,1498.5799560546875,0.0,0.0329999999724452,-0.0075738577854135
2000-04-01,Peru,3.80079503,1498.5799560546875,0.0,-0.0207763617973676,-0.0075738577854135
2000-04-01,Slovakia,15.946723,1498.5799560546875,0.0,-0.0370400898882863,-0.0075738577854135
2000-04-01,Iceland,6.008584,1498.5799560546875,0.0,0.0127194503800529,-0.0075738577854135
2000-04-01,Denmark,3.12076,1498.5799560546875,0.0,-0.0442672141600204,-0.0075738577854135
2000-04-01,Belgium,2.048847,1498.5799560546875,0.0,-0.0883251518236639,-0.0075738577854135
2000-04-01,Poland,74.687199,1498.5799560546875,0.0,0.0043140597757767,-0.0075738577854135
2000-04-01,Türkiye,63.8,1498.5799560546875,0.0,-0.060382916606549,-0.0075738577854135
2000-04-01,Croatia,4.328358,1498.5799560546875,0.0,0.0708678755322971,-0.0075738577854135
2000-04-01,New Zealand,2.000041,1498.5799560546875,0.0,0.3467799824114139,-0.0075738577854135
2000-04-01,Malaysia,1.647655,1498.5799560546875,0.0,0.0,-0.0075738577854135
2000-04-01,Switzerland,91.493464,1498.5799560546875,0.0,0.0008741373106633,-0.0075738577854135
2000-04-01,Norway,2.595628,1498.5799560546875,0.0,-0.0027325049755256,-0.0075738577854135
2000-04-01,South Africa,4.558976,1498.5799560546875,0.0,0.3502567989297405,-0.0075738577854135
2000-04-01,Singapore,84.827314,1498.5799560546875,0.0,0.0014451820378751,-0.0075738577854135
2000-04-01,Hungary,9.215017,1498.5799560546875,0.0,-0.0360068306871256,-0.0075738577854135
2000-04-01,Finland,3.01096,1498.5799560546875,0.0,-0.1098781483564012,-0.0075738577854135
2000-04-01,Cyprus,77.230996,1498.5799560546875,0.0,0.0042328068471593,-0.0075738577854135
2000-05-01,Poland,75.200513,1498.5799560546875,0.0,0.0068728511294149,-0.0075738577854135
2000-05-01,South Africa,5.092574,1498.5799560546875,0.0,0.1170433886907935,-0.0075738577854135
2000-05-01,Lithuania,74.206717,1498.5799560546875,0.0,-0.0033866342500281,-0.0075738577854135
2000-05-01,Algeria,-0.493234,1498.5799560546875,0.0,-1.5228664079370144,-0.0075738577854135
2000-05-01,Italy,2.463728,1498.5799560546875,0.0,0.082407832507013,-0.0075738577854135
2000-05-01,Czechia,77.1905,1498.5799560546875,0.0,0.0013946006253,-0.0075738577854135
2000-05-01,New Zealand,2.000041,1498.5799560546875,0.0,0.0,-0.0075738577854135
2000-05-01,Serbia,16.21594127,1498.5799560546875,0.0,0.0549999996909675,-0.0075738577854135
2000-05-01,Australia,73.048907,1498.5799560546875,0.0,0.0,-0.0075738577854135
2000-05-01,France,1.397713,1498.5799560546875,0.0,0.1577477761791283,-0.0075738577854135
2000-05-01,Netherlands,2.179329,1498.5799560546875,0.0,0.1591725427682861,-0.0075738577854135
2000-05-01,Ireland,5.211268,1498.5799560546875,0.0,0.0836372740407047,-0.0075738577854135
2000-05-01,Israel,2.105067,1498.5799560546875,0.0,0.216280069473093,-0.0075738577854135
2000-05-01,Croatia,3.39233,1498.5799560546875,0.0,-0.2162547552674709,-0.0075738577854135
2000-05-01,Saudi Arabia,76.629244,1498.5799560546875,0.0,-0.0020202029673644,-0.0075738577854135
2000-05-01,Colombia,58.5084,1498.5799560546875,0.0,0.0052126106004639,-0.0075738577854135
2000-05-01,Indonesia,1.196523,1498.5799560546875,0.0,16.549471985919624,-0.0075738577854135
2000-05-01,United Kingdom,0.552486,1498.5799560546875,0.0,-0.0027634531070345,-0.0075738577854135
2000-05-01,Argentina,40.12449957,1498.5799560546875,0.0,-0.0038869854780583,-0.0075738577854135
2000-05-01,Portugal,78.351094,1498.5799560546875,0.0,0.0056331871003514,-0.0075738577854135
2000-05-01,Greece,72.609509,1498.5799560546875,0.0,0.0029203120900271,-0.0075738577854135
2000-05-01,Euro area,81.344285,1498.5799560546875,0.0,0.0011893759242342,-0.0075738577854135
2000-05-01,Estonia,2.904379,1498.5799560546875,0.0,-0.0556111940992506,-0.0075738577854135
2000-05-01,Romania,30.462247,1498.5799560546875,0.0,0.0189573637269306,-0.0075738577854135
2000-05-01,Bulgaria,10.320238,1498.5799560546875,0.0,0.122445299455409,-0.0075738577854135
